,House Type,House Age,Furniture,Bathroom Count,Hand,Heater Type,Heater Fuel,Price,Rooms,Living Rooms,House Size m2,Floor Level,Neighborhood Grouped,Town Grouped,City Grouped
5015,Daire,6,False,2.0,İkinci El,Merkezi,Doğalgaz,12000,3,1,170.0,5.0,Other,Other,Kayseri
5016,Daire,11,False,2.0,İkinci El,Kombi,Doğalgaz,25000,3,2,190.0,20.0,Other,İstanbul - Beylikdüzü,İstanbul
5017,Daire,25,False,1.0,İkinci El,Kombi,Bilinmiyor,17000,2,1,110.0,1.0,Other,İstanbul - Sarıyer,İstanbul
5018,Daire,25,False,1.0,İkinci El,Kombi,Doğalgaz,12500,3,1,120.0,0.5,Other,Ankara - Keçiören,Ankara
5019,Daire,27,False,1.0,İkinci El,Kombi,Doğalgaz,15000,3,1,115.0,2.0,Other,İzmir - Karabağlar,İzmir
5020,Daire,35,False,1.0,İkinci El,Kombi,Bilinmiyor,11500,3,1,105.0,3.0,Other,Ankara - Keçiören,Ankara
5021,Daire,30,False,1.0,İkinci El,Klima,Elektrik,14000,3,1,145.0,5.0,Other,Antalya - Kepez,Antalya
5022,Daire,7,True,2.0,İkinci El,Merkezi (Pay Ölçer),Doğalgaz,49000,3,1,175.0,16.0,Other,Ankara - Etimesgut,Ankara
5024,Daire,0,False,2.0,Sıfır,Kombi,Doğalgaz,18000,4,1,195.0,4.0,Other,Other,Ankara
5025,Daire,2,False,1.0,İkinci El,Kombi,Doğalgaz,17000,2,1,125.0,11.0,Other,Mersin(İçel) - Mezitli,Mersin(İçel)
5026,Daire,30,True,1.0,İkinci El,Isıtma Yok,Elektrik,22000,3,1,200.0,0.0,Other,Other,Hatay
5027,Daire,40,False,1.0,İkinci El,Kombi,Doğalgaz,10500,3,1,140.0,2.0,Other,Denizli - Merkezefendi,Denizli
5028,Daire,4,True,1.0,İkinci El,Kombi,Bilinmiyor,15000,2,1,75.0,2.0,Other,Denizli - Merkezefendi,Denizli
5029,Daire,22,False,1.0,İkinci El,Kombi,Doğalgaz,20250,3,1,135.0,1.0,Other,Ankara - Çankaya,Ankara
5031,Daire,0,False,2.0,İkinci El,Kombi,Bilinmiyor,48000,3,1,140.0,2.0,Other,İzmir - Karşıyaka,İzmir
5032,Daire,7,False,1.0,İkinci El,Kombi,Doğalgaz,20000,1,1,60.0,0.5,Other,İzmir - Karşıyaka,İzmir
5033,Daire,25,False,2.0,İkinci El,Kombi,Doğalgaz,24000,3,1,130.0,8.0,Other,İstanbul - Beylikdüzü,İstanbul
5035,Daire,5,True,1.0,Sıfır,Kombi,Doğalgaz,30000,1,1,75.0,3.0,Other,Other,Yalova
5036,Daire,45,False,1.0,İkinci El,Kombi,Doğalgaz,25000,3,1,100.0,20.0,Other,İstanbul - Beşiktaş,İstanbul
5037,Daire,5,False,1.0,İkinci El,Klima,Bilinmiyor,12000,2,1,120.0,0.0,Other,Other,Hatay
5038,Daire,11,False,1.0,İkinci El,Kombi,Doğalgaz,14500,3,1,125.0,2.0,Other,Ankara - Keçiören,Ankara
5039,Villa,11,False,3.0,İkinci El,Kombi,Doğalgaz,75000,4,1,190.0,2.5,Other,Other,İzmir
5040,Daire,26,False,1.0,İkinci El,Kombi,Bilinmiyor,11750,2,1,130.0,2.0,Other,Denizli - Pamukkale,Denizli
5041,Daire,20,True,1.0,İkinci El,Kombi,Doğalgaz,26000,2,1,95.0,1.0,Other,İstanbul - Çekmeköy,İstanbul
5042,Daire,0,False,2.0,İkinci El,Klima,Bilinmiyor,8000,1,1,70.0,0.0,Other,Antalya - Kepez,Antalya
5043,Daire,1,False,2.0,Sıfır,Klima,Elektrik,15000,2,1,90.0,2.0,Other,Muğla - Milas,Muğla
5044,Daire,11,False,1.0,İkinci El,Kombi,Bilinmiyor,13000,3,1,130.0,2.0,Other,Other,Ankara
5045,Daire,5,True,2.0,İkinci El,Kombi,Bilinmiyor,55000,3,1,170.0,4.0,Other,Antalya - Konyaaltı,Antalya
5046,Daire,20,False,2.0,İkinci El,Kombi,Doğalgaz,25000,3,1,135.0,5.0,Other,İstanbul - Küçükçekmece,İstanbul
5047,Daire,31,True,1.0,İkinci El,Klima,Bilinmiyor,75000,3,1,120.0,3.0,Other,İzmir - Urla,İzmir
5048,Daire,16,False,2.0,İkinci El,Kombi,Bilinmiyor,25000,3,1,190.0,2.0,Other,İzmir - Buca,İzmir
5049,Daire,15,False,1.0,İkinci El,Kombi,Doğalgaz,18750,3,1,135.0,3.0,Other,Ankara - Keçiören,Ankara
5050,Daire,20,True,1.0,İkinci El,Klima,Elektrik,20000,2,1,130.0,5.0,Other,Antalya - Muratpaşa,Antalya
5051,Daire,28,False,1.0,İkinci El,Kombi,Doğalgaz,15000,3,1,130.0,1.0,Other,İstanbul - Pendik,İstanbul
5052,Daire,15,True,2.0,İkinci El,Klima,Bilinmiyor,2500,2,1,110.0,0.0,Other,Balıkesir - Edremit,Balıkesir
5053,Daire,12,False,1.0,İkinci El,Kombi,Doğalgaz,15000,3,1,130.0,20.0,Other,Ankara - Mamak,Ankara
5054,Daire,25,True,1.0,İkinci El,Kombi,Doğalgaz,24000,3,1,120.0,1.0,Other,İstanbul - Şişli,İstanbul
5056,Daire,30,False,2.0,İkinci El,Kombi,Doğalgaz,29000,3,1,130.0,2.5,Other,İstanbul - Beşiktaş,İstanbul
5057,Daire,5,False,1.0,İkinci El,Merkezi (Pay Ölçer),Bilinmiyor,11500,3,1,155.0,8.0,Other,Samsun - Atakum,Samsun
5058,Daire,30,True,1.0,İkinci El,Kombi,Doğalgaz,16000,2,1,95.0,3.0,Other,İstanbul - Bahçelievler,İstanbul
5059,Daire,16,False,2.0,İkinci El,Kombi,Bilinmiyor,35000,3,1,145.0,0.0,Other,İstanbul - Ataşehir,İstanbul
5061,Daire,26,True,1.0,İkinci El,Kombi,Doğalgaz,25000,3,1,120.0,2.0,Other,Other,İstanbul
5062,Daire,5,True,1.0,İkinci El,Kombi,Bilinmiyor,13750,1,1,70.0,0.5,Other,İstanbul - Çekmeköy,İstanbul
5063,Villa,25,True,1.0,İkinci El,Isıtma Yok,Bilinmiyor,205000,3,1,100.0,2.5,Other,Other,Balıkesir
5064,Daire,31,False,1.0,İkinci El,Kombi,Bilinmiyor,25000,3,1,130.0,2.0,Other,Other,Çanakkale
5066,Daire,20,False,1.0,İkinci El,Kombi,Doğalgaz,18000,2,1,93.0,-2.0,Other,İstanbul - Eyüpsultan,İstanbul
5067,Daire,1,False,1.0,Sıfır,Klima,Elektrik,14000,2,1,75.0,3.0,Other,Antalya - Kepez,Antalya
5068,Daire,0,False,2.0,İkinci El,Kombi,Doğalgaz,15000,4,2,185.0,4.0,Other,Burdur - Merkez,Burdur
5069,Daire,21,False,1.0,İkinci El,Isıtma Yok,Bilinmiyor,15000,2,1,85.0,5.0,Other,İzmir - Karşıyaka,İzmir
5071,Daire,30,False,1.0,İkinci El,Isıtma Yok,Elektrik,15000,2,1,80.0,2.5,Other,İzmir - Karşıyaka,İzmir
5072,Daire,1,False,3.0,Sıfır,Kombi,Doğalgaz,90000,5,1,300.0,5.0,Other,İstanbul - Başakşehir,İstanbul
5073,Daire,1,False,2.0,İkinci El,Kombi,Bilinmiyor,22000,4,1,190.0,2.5,Other,Other,Hatay
5074,Villa,23,False,3.0,İkinci El,Kombi,Doğalgaz,50000,5,1,200.0,2.5,Other,İzmir - Urla,İzmir
5075,Daire,20,False,1.0,İkinci El,Kombi,Doğalgaz,23000,3,1,250.0,3.0,Other,Ankara - Çankaya,Ankara
5077,Daire,2,False,2.0,İkinci El,Kombi,Bilinmiyor,28000,4,1,180.0,2.0,Other,Ankara - Keçiören,Ankara
5078,Daire,25,False,1.0,İkinci El,Kombi,Doğalgaz,18000,3,1,125.0,0.5,Other,İzmir - Buca,İzmir
5079,Daire,15,True,1.0,İkinci El,Kombi,Doğalgaz,17000,2,1,100.0,0.0,Other,İstanbul - Ümraniye,İstanbul
5080,Daire,0,False,1.0,İkinci El,Merkezi (Pay Ölçer),Bilinmiyor,10500,2,1,100.0,3.0,Other,Other,Manisa
5081,Daire,30,False,1.0,İkinci El,Kombi,Doğalgaz,7500,3,1,130.0,0.5,Other,Other,Zonguldak
5082,Villa,0,False,2.0,Sıfır,Kombi,Doğalgaz,30000,3,1,135.0,2.5,Other,Muğla - Menteşe,Muğla
5083,Daire,4,False,1.0,İkinci El,Kombi,Doğalgaz,21000,2,1,85.0,-1.0,İstanbul - Kağıthane - Çeliktepe,İstanbul - Kağıthane,İstanbul
5084,Daire,40,False,1.0,İkinci El,Kombi,Doğalgaz,48000,2,1,90.0,20.0,Other,İstanbul - Beyoğlu,İstanbul
5085,Daire,15,False,1.0,İkinci El,Merkezi,Bilinmiyor,11000,3,1,175.0,9.0,Other,Kayseri - Melikgazi,Kayseri
5086,Daire,5,False,1.0,İkinci El,Kombi,Bilinmiyor,11000,1,1,60.0,3.0,Other,Other,Çanakkale
5087,Daire,14,True,1.0,İkinci El,Klima,Elektrik,14000,2,1,100.0,2.0,Other,İzmir - Bayraklı,İzmir
5088,Daire,5,True,1.0,İkinci El,Merkezi (Pay Ölçer),Doğalgaz,12000,3,1,110.0,2.5,Other,Other,Other
5089,Daire,25,False,1.0,İkinci El,Kombi,Doğalgaz,13000,3,1,120.0,5.0,Other,İstanbul - Küçükçekmece,İstanbul
5090,Daire,30,False,1.0,İkinci El,Kombi,Doğalgaz,11500,2,1,85.0,2.5,Other,Ankara - Sincan,Ankara
5091,Müstakil Ev,10,False,3.0,İkinci El,Kombi,Doğalgaz,45000,3,1,100.0,2.5,Other,İstanbul - Fatih,İstanbul
5092,Daire,25,True,1.0,İkinci El,Isıtma Yok,Elektrik,14500,2,1,100.0,3.0,Other,Balıkesir - Edremit,Balıkesir
5093,Daire,35,False,1.0,İkinci El,Kombi,Doğalgaz,25000,2,1,80.0,1.0,Other,İstanbul - Üsküdar,İstanbul
5094,Müstakil Ev,3,True,4.0,Sıfır,Klima,Elektrik,30000,4,1,285.0,2.5,Other,Muğla - Marmaris,Muğla
5095,Daire,11,False,2.0,İkinci El,Kombi,Doğalgaz,275000,4,1,250.0,7.0,Other,Adana - Çukurova,Adana
5096,Daire,26,False,1.0,İkinci El,Merkezi,Bilinmiyor,19000,3,1,110.0,3.0,Other,Ankara - Çankaya,Ankara
5097,Daire,30,False,1.0,İkinci El,Kombi,Doğalgaz,16000,3,1,130.0,2.0,Other,Ankara - Yenimahalle,Ankara
5098,Daire,35,True,1.0,İkinci El,Kombi,Doğalgaz,14000,1,1,90.0,0.0,Other,Ankara - Çankaya,Ankara
5099,Müstakil Ev,30,True,2.0,İkinci El,Klima,Elektrik,370000,4,1,200.0,2.5,Other,Other,İstanbul
5101,Daire,4,False,1.0,İkinci El,Merkezi,Doğalgaz,7000,2,1,120.0,2.5,Other,Other,Konya
5103,Villa,15,False,4.0,İkinci El,Kombi,Doğalgaz,50000,5,2,360.0,2.5,Other,İstanbul - Başakşehir,İstanbul
5104,Daire,4,False,3.0,İkinci El,Kombi,Bilinmiyor,21000,3,2,195.0,3.0,Other,İstanbul - Beylikdüzü,İstanbul
5105,Daire,10,True,1.0,İkinci El,Kombi,Doğalgaz,7000,1,1,50.0,1.0,Other,Denizli - Pamukkale,Denizli
5106,Daire,0,False,2.0,Sıfır,Kombi,Doğalgaz,20000,4,1,170.0,1.0,Other,Ankara - Sincan,Ankara
5108,Daire,25,False,1.0,İkinci El,Merkezi,Doğalgaz,25000,3,1,160.0,6.0,Other,Tekirdağ - Süleymanpaşa,Tekirdağ
5109,Daire,40,False,1.0,İkinci El,Kombi,Doğalgaz,22000,2,1,85.0,2.5,Other,İstanbul - Üsküdar,İstanbul
5110,Villa,10,False,4.0,Sıfır,Merkezi,Doğalgaz,40000,4,1,400.0,2.5,Other,Ankara - Yenimahalle,Ankara
5111,Daire,35,True,1.0,İkinci El,Kombi,Doğalgaz,10000,2,1,105.0,3.0,Other,Other,Bursa
5112,Daire,26,False,1.0,Sıfır,Kombi,Doğalgaz,17500,2,1,170.0,5.0,Other,İstanbul - Zeytinburnu,İstanbul
5113,Daire,30,False,1.0,İkinci El,Kombi,Bilinmiyor,14000,2,1,125.0,2.0,Other,İstanbul - Küçükçekmece,İstanbul
5115,Villa,5,False,2.0,İkinci El,Kombi,Doğalgaz,32500,3,1,200.0,2.5,Other,Aydın - Kuşadası,Aydın
5116,Villa,35,True,4.0,İkinci El,Kombi,Bilinmiyor,185000,7,1,390.0,2.5,Other,İstanbul - Bakırköy,İstanbul
5117,Daire,25,False,1.0,Sıfır,Kombi,Doğalgaz,25000,2,1,100.0,0.0,Other,İstanbul - Sarıyer,İstanbul
5118,Daire,20,False,1.0,İkinci El,Kombi,Doğalgaz,12000,3,1,120.0,-1.0,Other,Isparta - Merkez,Isparta
5119,Daire,25,True,1.0,İkinci El,Merkezi (Pay Ölçer),Doğalgaz,16000,1,1,75.0,2.5,Other,Ankara - Etimesgut,Ankara
5120,Daire,5,True,1.0,İkinci El,Kombi,Bilinmiyor,16000,1,1,60.0,0.5,Other,İstanbul - Fatih,İstanbul
5121,Villa,11,True,2.0,İkinci El,Klima,Bilinmiyor,100000,3,1,100.0,2.5,Other,Balıkesir - Edremit,Balıkesir
5122,Daire,45,True,1.0,İkinci El,Kombi,Doğalgaz,25000,3,1,120.0,2.0,Other,İstanbul - Fatih,İstanbul
5123,Daire,0,False,1.0,İkinci El,Kombi,Bilinmiyor,14000,2,1,95.0,8.0,Other,İstanbul - Pendik,İstanbul
5125,Daire,5,False,1.0,İkinci El,Kombi,Bilinmiyor,5500,1,1,60.0,3.0,Other,Other,Afyonkarahisar
5126,Daire,15,False,1.0,İkinci El,Kombi,Doğalgaz,12500,3,1,125.0,-1.0,Ankara - Çankaya - Kırkkonaklar,Ankara - Çankaya,Ankara
5127,Daire,20,False,1.0,İkinci El,Kombi,Doğalgaz,13000,3,1,130.0,2.5,Other,Other,Manisa
5129,Daire,4,False,1.0,İkinci El,Kombi,Bilinmiyor,19000,2,1,70.0,-1.0,Other,İstanbul - Ataşehir,İstanbul
5130,Daire,15,True,1.0,İkinci El,Kombi,Doğalgaz,20000,3,1,100.0,0.5,Other,Samsun - Atakum,Samsun
5131,Daire,0,True,2.0,Sıfır,Kombi,Doğalgaz,56500,4,1,250.0,18.0,Other,Adana - Seyhan,Adana
5132,Daire,7,False,3.0,İkinci El,Klima,Elektrik,15000,2,2,170.0,5.0,Antalya - Alanya - Mahmutlar,Antalya - Alanya,Antalya
5133,Daire,16,True,2.0,İkinci El,Kombi,Bilinmiyor,16500,3,1,140.0,0.0,Other,İzmir - Karabağlar,İzmir
5134,Villa,5,False,3.0,İkinci El,Klima,Bilinmiyor,600000,3,1,160.0,0.0,Other,İzmir - Çeşme,İzmir
5136,Daire,11,False,1.0,İkinci El,Kombi,Elektrik,14500,3,1,130.0,2.5,Other,Muğla - Milas,Muğla
5137,Daire,1,True,1.0,Sıfır,Kombi,Doğalgaz,12000,1,1,45.0,2.5,Other,Denizli - Pamukkale,Denizli
5138,Daire,35,False,1.0,İkinci El,Kombi,Doğalgaz,20000,3,1,105.0,1.0,Other,İzmir - Konak,İzmir
5139,Villa,26,False,2.0,İkinci El,Kombi,Bilinmiyor,34000,4,1,250.0,2.5,Other,Ankara - Gölbaşı,Ankara
5140,Daire,3,False,2.0,İkinci El,Merkezi (Pay Ölçer),Doğalgaz,90000,4,1,210.0,2.5,Other,İstanbul - Kağıthane,İstanbul
5141,Daire,16,False,2.0,İkinci El,Yerden Isıtma,Bilinmiyor,30000,2,1,100.0,0.0,Other,İstanbul - Beykoz,İstanbul
5142,Daire,42,False,1.0,İkinci El,Merkezi,Doğalgaz,19500,3,1,120.0,4.0,Other,Ankara - Çankaya,Ankara
5143,Daire,40,False,1.0,İkinci El,Kombi,Doğalgaz,15000,2,1,95.0,2.0,İzmir - Karabağlar - Bahçelievler,İzmir - Karabağlar,İzmir
5144,Daire,3,False,2.0,İkinci El,Kombi,Doğalgaz,27500,4,1,198.0,5.0,Other,Ankara - Etimesgut,Ankara
5145,Daire,15,True,1.0,İkinci El,Klima,Elektrik,35000,2,1,95.0,0.0,Muğla - Bodrum - Yalıkavak,Muğla - Bodrum,Muğla
5146,Daire,10,False,1.0,İkinci El,Kombi,Doğalgaz,14500,3,1,125.0,1.0,Other,Ankara - Mamak,Ankara
5147,Daire,31,True,2.0,İkinci El,Kombi,Doğalgaz,34000,3,1,125.0,2.0,İstanbul - Şişli - Merkez,İstanbul - Şişli,İstanbul
5148,Daire,4,False,1.0,İkinci El,Klima,Bilinmiyor,11000,2,0,48.0,2.0,Other,Antalya - Kepez,Antalya
5149,Daire,12,False,2.0,İkinci El,Merkezi (Pay Ölçer),Doğalgaz,11500,5,1,190.0,20.0,Other,Other,Other
5150,Villa,4,True,2.0,İkinci El,Klima,Bilinmiyor,50000,5,2,400.0,0.0,Other,Other,Antalya
5151,Daire,20,True,1.0,İkinci El,Kombi,Doğalgaz,24950,1,1,60.0,3.0,Other,İstanbul - Şişli,İstanbul
5152,Daire,11,False,1.0,İkinci El,Kombi,Doğalgaz,15000,3,1,150.0,8.0,Other,Adana - Seyhan,Adana
5154,Daire,24,False,1.0,İkinci El,Merkezi,Doğalgaz,13500,3,1,115.0,3.0,Other,Eskişehir - Tepebaşı,Eskişehir
5155,Daire,21,False,1.0,İkinci El,Kombi,Doğalgaz,22000,3,1,220.0,20.0,Other,Eskişehir - Tepebaşı,Eskişehir
5156,Daire,1,False,2.0,İkinci El,Kombi,Doğalgaz,18000,3,1,155.0,20.0,Other,Muğla - Menteşe,Muğla
5157,Daire,20,False,2.0,İkinci El,Kombi,Doğalgaz,27000,4,1,200.0,8.0,Other,Bursa - Nilüfer,Bursa
5158,Daire,25,False,3.0,İkinci El,Klima,Elektrik,25000,4,1,240.0,4.0,Other,Antalya - Muratpaşa,Antalya
5159,Daire,15,True,1.0,İkinci El,Merkezi,Doğalgaz,8250,1,1,70.0,20.0,Other,Denizli - Pamukkale,Denizli
5160,Daire,20,True,1.0,İkinci El,Kombi,Doğalgaz,15000,3,1,120.0,4.0,Other,Other,Karabük
5162,Daire,30,False,2.0,İkinci El,Klima,Elektrik,20000,3,1,230.0,20.0,Other,Antalya - Muratpaşa,Antalya
5163,Daire,31,True,1.0,İkinci El,Kombi,Bilinmiyor,18000,3,1,145.0,4.0,Other,Other,Bursa
5164,Daire,30,False,1.0,İkinci El,Kombi,Doğalgaz,9500,3,1,135.0,3.0,Other,Other,Bursa
5165,Daire,25,False,1.0,İkinci El,Kombi,Doğalgaz,25000,2,1,95.0,0.0,Other,İstanbul - Sarıyer,İstanbul
5166,Daire,7,True,1.0,İkinci El,Kombi,Doğalgaz,200000,1,1,95.0,20.0,Other,Other,İstanbul
5167,Daire,20,True,2.0,İkinci El,Kombi,Doğalgaz,17500,3,1,140.0,3.0,Other,Other,Yalova
5168,Daire,12,False,1.0,İkinci El,Kombi,Doğalgaz,6250,1,1,55.0,3.0,Other,Eskişehir - Tepebaşı,Eskişehir
5170,Daire,1,True,1.0,İkinci El,Klima,Bilinmiyor,15000,1,1,50.0,1.0,Other,Adana - Çukurova,Adana
5171,Daire,21,False,2.0,İkinci El,Merkezi,Bilinmiyor,49500,2,1,110.0,0.0,Other,İstanbul - Sarıyer,İstanbul
5172,Daire,5,False,1.0,İkinci El,Kombi,Doğalgaz,15000,2,1,75.0,2.0,Other,Muğla - Menteşe,Muğla
5174,Daire,30,False,1.0,İkinci El,Kombi,Doğalgaz,14000,3,1,135.0,1.0,Ankara - Keçiören - Etlik,Ankara - Keçiören,Ankara
5175,Daire,3,False,3.0,İkinci El,Kombi,Bilinmiyor,20000,4,1,168.0,1.0,Other,Bolu - Merkez,Bolu
5176,Daire,30,False,1.0,İkinci El,Kombi,Doğalgaz,15000,3,1,135.0,2.0,Other,Other,Kırklareli
5177,Daire,3,True,1.0,İkinci El,Yerden Isıtma,Bilinmiyor,20000,1,1,55.0,2.0,Other,Ankara - Yenimahalle,Ankara
5178,Daire,25,True,1.0,İkinci El,Kombi,Doğalgaz,18000,3,1,115.0,2.0,Other,Ankara - Çankaya,Ankara
5179,Daire,20,True,1.0,İkinci El,Kombi,Doğalgaz,12000,2,1,80.0,-1.0,Other,Bursa - Nilüfer,Bursa
5180,Daire,6,False,1.0,İkinci El,Kombi,Bilinmiyor,17500,1,1,65.0,1.0,Other,İstanbul - Bakırköy,İstanbul
5181,Daire,20,True,1.0,İkinci El,Klima,Bilinmiyor,20000,3,1,140.0,1.0,Other,Antalya - Muratpaşa,Antalya
5182,Daire,15,True,1.0,İkinci El,Kombi,Doğalgaz,17000,2,1,85.0,3.0,Other,Ankara - Etimesgut,Ankara
5183,Daire,6,True,1.0,İkinci El,Klima,Elektrik,8000,1,1,80.0,0.5,Other,Adana - Seyhan,Adana
5185,Daire,12,False,2.0,İkinci El,Kombi,Doğalgaz,11500,3,1,165.0,2.0,Other,Other,Erzurum
5186,Daire,26,False,1.0,İkinci El,Kombi,Bilinmiyor,22000,3,1,145.0,4.0,Other,İzmir - Karşıyaka,İzmir
5187,Villa,25,False,1.0,İkinci El,Klima,Elektrik,16500,3,1,130.0,2.5,Other,Antalya - Kemer,Antalya
5189,Daire,20,False,1.0,İkinci El,Kombi,Doğalgaz,24000,2,1,115.0,2.5,Other,İstanbul - Beşiktaş,İstanbul
5190,Daire,18,False,1.0,İkinci El,Kombi,Doğalgaz,14990,2,1,100.0,0.0,Other,İstanbul - Üsküdar,İstanbul
5191,Daire,38,True,1.0,İkinci El,Kombi,Doğalgaz,45000,3,1,125.0,0.0,Other,İstanbul - Beşiktaş,İstanbul
5192,Daire,30,False,1.0,İkinci El,Merkezi,Doğalgaz,18000,3,1,110.0,4.0,Other,Ankara - Etimesgut,Ankara
5193,Villa,16,False,2.0,İkinci El,Klima,Elektrik,35000,3,1,135.0,2.5,Other,Muğla - Marmaris,Muğla
5194,Daire,15,False,2.0,İkinci El,Klima,Elektrik,18500,3,1,140.0,2.5,Other,Muğla - Milas,Muğla
5195,Daire,20,True,1.0,İkinci El,Klima,Elektrik,17000,2,1,90.0,20.0,Other,Other,İzmir
5197,Daire,36,False,1.0,İkinci El,Kombi,Doğalgaz,20000,3,1,110.0,4.0,Other,İzmir - Karşıyaka,İzmir
5199,Daire,20,False,1.0,İkinci El,Kombi,Doğalgaz,8500,3,1,115.0,2.0,Other,Other,İzmir
5200,Daire,0,False,2.0,Sıfır,Kombi,Doğalgaz,30000,6,1,290.0,20.0,Other,Other,Manisa
5202,Daire,8,True,1.0,İkinci El,Klima,Elektrik,16000,1,1,65.0,0.5,Antalya - Konyaaltı - Hurma,Antalya - Konyaaltı,Antalya
5203,Daire,30,False,1.0,İkinci El,Klima,Elektrik,38000,4,1,220.0,5.0,Other,Antalya - Muratpaşa,Antalya
5204,Daire,25,True,1.0,İkinci El,Kombi,Bilinmiyor,35000,3,1,145.0,3.0,Other,İstanbul - Beşiktaş,İstanbul
5205,Daire,20,True,1.0,İkinci El,Kombi,Doğalgaz,18000,3,1,150.0,5.0,Other,Edirne - Merkez,Edirne
5207,Daire,32,False,1.0,İkinci El,Isıtma Yok,Elektrik,10500,2,1,90.0,2.5,Other,Kocaeli - Gölcük,Kocaeli
5208,Villa,20,False,2.0,İkinci El,Klima,Elektrik,18000,2,1,145.0,2.5,Other,Aydın - Kuşadası,Aydın
5209,Daire,0,False,1.0,İkinci El,Klima,Bilinmiyor,14990,2,1,105.0,2.0,Other,Antalya - Kepez,Antalya
5210,Daire,28,False,1.0,İkinci El,Kombi,Doğalgaz,14450,3,1,117.0,2.0,Ankara - Çankaya - Harbiye,Ankara - Çankaya,Ankara
5211,Daire,35,False,1.0,İkinci El,Kombi,Doğalgaz,28000,3,1,145.0,1.0,Other,Ankara - Çankaya,Ankara
5212,Villa,9,True,2.0,İkinci El,Yerden Isıtma,Elektrik,100000,3,1,180.0,2.5,Other,Muğla - Bodrum,Muğla
5213,Daire,30,False,1.0,İkinci El,Kombi,Doğalgaz,18000,3,1,140.0,1.0,Ankara - Altındağ - Aydınlıkevler,Ankara - Altındağ,Ankara
5214,Daire,15,True,1.0,İkinci El,Klima,Elektrik,25750,2,1,130.0,-1.0,Other,Antalya - Kemer,Antalya
5215,Daire,10,False,2.0,İkinci El,Merkezi (Pay Ölçer),Bilinmiyor,60000,2,1,130.0,21.0,İstanbul - Sarıyer - Maslak,İstanbul - Sarıyer,İstanbul
5216,Villa,25,True,1.0,İkinci El,Klima,Elektrik,25000,3,1,120.0,2.5,Other,Antalya - Kemer,Antalya
5217,Daire,35,False,1.0,İkinci El,Kombi,Doğalgaz,29000,3,1,135.0,0.5,Other,Ankara - Çankaya,Ankara
5218,Daire,40,False,1.0,İkinci El,Merkezi,Doğalgaz,26000,3,1,150.0,4.0,Other,İstanbul - Şişli,İstanbul
5219,Daire,15,False,1.0,İkinci El,Kombi,Doğalgaz,19500,3,1,135.0,0.0,Other,Ankara - Gölbaşı,Ankara
5220,Daire,10,False,1.0,İkinci El,Kombi,Doğalgaz,10000,1,1,50.0,1.0,Other,Bolu - Merkez,Bolu
5221,Daire,4,False,1.0,İkinci El,Kombi,Doğalgaz,8500,2,1,95.0,1.0,Other,Other,Van
5222,Daire,3,False,1.0,İkinci El,Merkezi (Pay Ölçer),Elektrik,19000,1,1,75.0,13.0,Other,Ankara - Yenimahalle,Ankara
5223,Daire,0,False,1.0,Sıfır,Klima,Elektrik,8000,1,1,55.0,3.0,Other,Other,Antalya
5224,Daire,25,False,1.0,İkinci El,Kombi,Doğalgaz,12000,2,1,90.0,2.5,Other,Eskişehir - Odunpazarı,Eskişehir
5225,Daire,10,False,1.0,İkinci El,Merkezi (Pay Ölçer),Doğalgaz,53500,2,1,128.0,12.0,Other,İstanbul - Ataşehir,İstanbul
5226,Daire,4,True,1.0,İkinci El,Kombi,Doğalgaz,8000,1,1,68.0,1.0,Other,Zonguldak - Merkez,Zonguldak
5227,Müstakil Ev,25,True,1.0,İkinci El,Kombi,Doğalgaz,9000,1,1,65.0,2.5,Other,Ankara - Yenimahalle,Ankara
5228,Daire,8,True,1.0,İkinci El,Kombi,Doğalgaz,8500,1,0,45.0,3.0,Other,Edirne - Merkez,Edirne
5229,Daire,10,True,1.0,İkinci El,Kombi,Doğalgaz,950,1,1,95.0,2.5,Other,Bolu - Merkez,Bolu
5230,Daire,4,True,1.0,İkinci El,Klima,Bilinmiyor,11000,1,1,50.0,2.0,Other,İzmir - Buca,İzmir
5231,Daire,19,True,1.0,İkinci El,Kombi,Doğalgaz,25000,3,1,150.0,3.0,Other,İzmir - Karabağlar,İzmir
5232,Daire,15,False,1.0,İkinci El,Kombi,Doğalgaz,13000,2,1,72.0,3.0,Other,İstanbul - Bahçelievler,İstanbul
5233,Daire,5,True,1.0,İkinci El,Kombi,Bilinmiyor,12000,2,1,75.0,2.0,Other,Bursa - Nilüfer,Bursa
5234,Daire,35,False,2.0,İkinci El,Merkezi,Doğalgaz,43000,3,1,130.0,3.0,Other,İstanbul - Beşiktaş,İstanbul
5235,Daire,11,False,1.0,İkinci El,Kombi,Bilinmiyor,40000,2,1,135.0,3.0,Other,İstanbul - Eyüpsultan,İstanbul
5236,Daire,26,True,2.0,İkinci El,Merkezi,Doğalgaz,48000,4,1,230.0,6.0,Ankara - Çankaya - Birlik,Ankara - Çankaya,Ankara
5237,Daire,17,False,1.0,İkinci El,Merkezi,Doğalgaz,32000,3,1,150.0,4.0,Other,Ankara - Çankaya,Ankara
5238,Daire,2,False,1.0,İkinci El,Merkezi (Pay Ölçer),Doğalgaz,13500,1,1,74.0,3.0,Other,İzmir - Çiğli,İzmir
5239,Daire,6,False,2.0,Sıfır,Kombi,Doğalgaz,20500,3,1,145.0,2.0,Other,İzmir - Menemen,İzmir
